This job can be monitored from: https://job.c3se.chalmers.se/alvis/3967338
>>> Training with SGD
┏━━━━━━━━━━━━━━┳━━━━━━━╸V╺╸A╺╸L╺╸I╺╸D╺━━━━━━━┳━━━━━━━╸T-E-S-T╺━━━━━━━┓
┃              ┃              ╷              ┃             ╷         ┃
┃       epoch  ┃        loss  │    accuracy  ┃       loss  │accuracy ┃
┃          14  ┃      0.0058  │     74.80 %  ┃      0.0057 │     75.90 %┃
┃          15  ┃      0.0044  │     80.02 %  ┃      0.0057 │     75.90 %┃
┃          15  ┃      0.0044  │     80.02 %  ┃      0.0043 │     81.56 %┃
┃          16  ┃      0.0043  │     80.92 %  ┃      0.0043 │     81.56 %┃
┃          16  ┃      0.0043  │     80.92 %  ┃      0.0045 │     80.86 %┃
┃          17  ┃      0.0046  │     80.04 %  ┃      0.0045 │     80.86 %┃
┃          17  ┃      0.0046  │     80.04 %  ┃      0.0046 │     80.58 %┃
┃          18  ┃      0.0044  │     81.48 %  ┃      0.0046 │     80.58 %┃
┃          18  ┃      0.0044  │     81.48 %  ┃      0.0045 │     81.13 %┃
┃          19  ┃      0.0046  │     79.66 %  ┃      0.0045 │     81.13 %┃
┃          19  ┃      0.0046  │     79.66 %  ┃      0.0045 │     81.00 %┃
┃          20  ┃      0.0045  │     80.82 %  ┃      0.0045 │     81.00 %┃
┃          20  ┃      0.0045  │     80.82 %  ┃      0.0043 │     81.50 %┃
┃          21  ┃      0.0059  │     73.76 %  ┃      0.0043 │     81.50 %┃
┃          21  ┃      0.0059  │     73.76 %  ┃      0.0064 │     72.15 %┃
┃          22  ┃      0.0039  │     83.86 %  ┃      0.0064 │     72.15 %┃
┃          22  ┃      0.0039  │     83.86 %  ┃      0.0040 │     82.72 %┃
┃          23  ┃      0.0042  │     82.34 %  ┃      0.0040 │     82.72 %┃
┃          23  ┃      0.0042  │     82.34 %  ┃      0.0045 │     80.88 %┃
┃          24  ┃      0.0045  │     80.76 %  ┃      0.0045 │     80.88 %┃
┃          24  ┃      0.0045  │     80.76 %  ┃      0.0046 │     80.96 %┃
┃          25  ┃      0.0041  │     82.44 %  ┃      0.0046 │     80.96 %┃
┃          25  ┃      0.0041  │     82.44 %  ┃      0.0039 │     83.37 %┃
┃          26  ┃      0.0047  │     78.34 %  ┃      0.0039 │     83.37 %┃
┃          26  ┃      0.0047  │     78.34 %  ┃      0.0048 │     78.69 %┃
┃          27  ┃      0.0055  │     77.82 %  ┃      0.0048 │     78.69 %┃
┃          27  ┃      0.0055  │     77.82 %  ┃      0.0058 │     78.00 %┃
┃          28  ┃      0.0040  │     81.94 %  ┃      0.0058 │     78.00 %┃
┃          28  ┃      0.0040  │     81.94 %  ┃      0.0039 │     82.82 %┃
┃          29  ┃      0.0042  │     81.94 %  ┃      0.0039 │     82.82 %┃
┃          29  ┃      0.0042  │     81.94 %  ┃      0.0042 │     82.03 %┃
┃          30  ┃      0.0020  │     91.42 %  ┃      0.0042 │     82.03 %┃
┃          30  ┃      0.0020  │     91.42 %  ┃      0.0020 │     91.13 %┃
┃          31  ┃      0.0020  │     91.32 %  ┃      0.0020 │     91.13 %┃
┃          31  ┃      0.0020  │     91.32 %  ┃      0.0020 │     91.31 %┃
┃          32  ┃      0.0021  │     90.62 %  ┃      0.0020 │     91.31 %┃
┃          32  ┃      0.0021  │     90.62 %  ┃      0.0020 │     91.29 %┃
┃          33  ┃      0.0020  │     91.50 %  ┃      0.0020 │     91.29 %┃
┃          33  ┃      0.0020  │     91.50 %  ┃      0.0020 │     91.37 %┃
┃          34  ┃      0.0019  │     91.88 %  ┃      0.0020 │     91.37 %┃
┃          34  ┃      0.0019  │     91.88 %  ┃      0.0020 │     91.77 %┃
┃          35  ┃      0.0021  │     90.46 %  ┃      0.0020 │     91.77 %┃
┃          35  ┃      0.0021  │     90.46 %  ┃      0.0021 │     91.27 %┃
┃          36  ┃      0.0019  │     92.34 %  ┃      0.0021 │     91.27 %┃
┃          36  ┃      0.0019  │     92.34 %  ┃      0.0019 │     92.22 %┃
┃          37  ┃      0.0019  │     91.42 %  ┃      0.0019 │     92.22 %┃
┃          37  ┃      0.0019  │     91.42 %  ┃      0.0020 │     91.38 %┃
┃          38  ┃      0.0019  │     92.02 %  ┃      0.0020 │     91.38 %┃
┃          38  ┃      0.0019  │     92.02 %  ┃      0.0020 │     91.86 %┃
┃          39  ┃      0.0020  │     91.34 %  ┃      0.0020 │     91.86 %┃
┃          39  ┃      0.0020  │     91.34 %  ┃      0.0020 │     91.87 %┃
┃          40  ┃      0.0020  │     91.68 %  ┃      0.0020 │     91.87 %┃
┃          40  ┃      0.0020  │     91.68 %  ┃      0.0021 │     91.52 %┃
┃          41  ┃      0.0020  │     91.64 %  ┃      0.0021 │     91.52 %┃
┃          41  ┃      0.0020  │     91.64 %  ┃      0.0020 │     91.85 %┃
┃          42  ┃      0.0019  │     91.80 %  ┃      0.0020 │     91.85 %┃
┃          42  ┃      0.0019  │     91.80 %  ┃      0.0020 │     91.98 %┃
┃          43  ┃      0.0019  │     91.74 %  ┃      0.0020 │     91.98 %┃
┃          43  ┃      0.0019  │     91.74 %  ┃      0.0020 │     92.04 %┃
┃          44  ┃      0.0020  │     91.06 %  ┃      0.0020 │     92.04 %┃
┃          44  ┃      0.0020  │     91.06 %  ┃      0.0021 │     91.28 %┃
┃          45  ┃      0.0020  │     91.28 %  ┃      0.0021 │     91.28 %┃
┃          45  ┃      0.0020  │     91.28 %  ┃      0.0022 │     91.18 %┃
┃          46  ┃      0.0022  │     90.66 %  ┃      0.0022 │     91.18 %┃
┃          46  ┃      0.0022  │     90.66 %  ┃      0.0023 │     90.83 %┃
┃          47  ┃      0.0020  │     91.36 %  ┃      0.0023 │     90.83 %┃
┃          47  ┃      0.0020  │     91.36 %  ┃      0.0022 │     91.27 %┃
┃          48  ┃      0.0022  │     90.90 %  ┃      0.0022 │     91.27 %┃
┃          48  ┃      0.0022  │     90.90 %  ┃      0.0023 │     90.37 %┃
┃          49  ┃      0.0022  │     90.64 %  ┃      0.0023 │     90.37 %┃
┃          49  ┃      0.0022  │     90.64 %  ┃      0.0023 │     90.64 %┃
┃          50  ┃      0.0020  │     91.34 %  ┃      0.0023 │     90.64 %┃
┃          50  ┃      0.0020  │     91.34 %  ┃      0.0021 │     91.38 %┃
┃          51  ┃      0.0019  │     92.14 %  ┃      0.0021 │     91.38 %┃
┃          51  ┃      0.0019  │     92.14 %  ┃      0.0020 │     92.26 %┃
┃          52  ┃      0.0019  │     91.76 %  ┃      0.0020 │     92.26 %┃
┃          52  ┃      0.0019  │     91.76 %  ┃      0.0019 │     91.93 %┃
┃          53  ┃      0.0020  │     90.78 %  ┃      0.0019 │     91.93 %┃
┃          53  ┃      0.0020  │     90.78 %  ┃      0.0022 │     90.80 %┃
┃          54  ┃      0.0021  │     91.22 %  ┃      0.0022 │     90.80 %┃
┃          54  ┃      0.0021  │     91.22 %  ┃      0.0021 │     91.38 %┃
┃          55  ┃      0.0020  │     91.38 %  ┃      0.0021 │     91.38 %┃
┃          55  ┃      0.0020  │     91.38 %  ┃      0.0022 │     91.36 %┃
┃          56  ┃      0.0020  │     91.42 %  ┃      0.0022 │     91.36 %┃
┃          56  ┃      0.0020  │     91.42 %  ┃      0.0021 │     91.44 %┃
┃          57  ┃      0.0022  │     90.32 %  ┃      0.0021 │     91.44 %┃
┃          57  ┃      0.0022  │     90.32 %  ┃      0.0022 │     90.84 %┃
┃          58  ┃      0.0021  │     91.02 %  ┃      0.0022 │     90.84 %┃
┃          58  ┃      0.0021  │     91.02 %  ┃      0.0023 │     90.61 %┃
┃          59  ┃      0.0019  │     91.98 %  ┃      0.0023 │     90.61 %┃
┃          59  ┃      0.0019  │     91.98 %  ┃      0.0020 │     92.00 %┃
┃          60  ┃      0.0015  │     93.60 %  ┃      0.0020 │     92.00 %┃
┃          60  ┃      0.0015  │     93.60 %  ┃      0.0015 │     93.61 %┃
┃          61  ┃      0.0014  │     93.78 %  ┃      0.0015 │     93.61 %┃
┃          61  ┃      0.0014  │     93.78 %  ┃      0.0015 │     93.86 %┃
┃          62  ┃      0.0014  │     94.02 %  ┃      0.0015 │     93.86 %┃
┃          62  ┃      0.0014  │     94.02 %  ┃      0.0015 │     93.97 %┃
┃          63  ┃      0.0014  │     94.32 %  ┃      0.0015 │     93.97 %┃
┃          63  ┃      0.0014  │     94.32 %  ┃      0.0015 │     94.17 %┃
┃          64  ┃      0.0014  │     94.28 %  ┃      0.0015 │     94.17 %┃
┃          64  ┃      0.0014  │     94.28 %  ┃      0.0015 │     94.06 %┃
┃          65  ┃      0.0014  │     94.24 %  ┃      0.0015 │     94.06 %┃
┃          65  ┃      0.0014  │     94.24 %  ┃      0.0015 │     94.04 %┃
┃          66  ┃      0.0015  │     94.04 %  ┃      0.0015 │     94.04 %┃
┃          66  ┃      0.0015  │     94.04 %  ┃      0.0015 │     94.12 %┃
┃          67  ┃      0.0014  │     94.06 %  ┃      0.0015 │     94.12 %┃
┃          67  ┃      0.0014  │     94.06 %  ┃      0.0015 │     94.05 %┃
┃          68  ┃      0.0014  │     94.48 %  ┃      0.0015 │     94.05 %┃
┃          68  ┃      0.0014  │     94.48 %  ┃      0.0014 │     94.23 %┃
┃          69  ┃      0.0014  │     94.04 %  ┃      0.0014 │     94.23 %┃
┃          69  ┃      0.0014  │     94.04 %  ┃      0.0015 │     94.04 %┃
┃          70  ┃      0.0014  │     94.16 %  ┃      0.0015 │     94.04 %┃
┃          70  ┃      0.0014  │     94.16 %  ┃      0.0015 │     94.30 %┃
┃          71  ┃      0.0014  │     94.56 %  ┃      0.0015 │     94.30 %┃
┃          71  ┃      0.0014  │     94.56 %  ┃      0.0014 │     94.19 %┃
┃          72  ┃      0.0015  │     94.24 %  ┃      0.0014 │     94.19 %┃
┃          72  ┃      0.0015  │     94.24 %  ┃      0.0014 │     94.12 %┃
┃          73  ┃      0.0014  │     94.10 %  ┃      0.0014 │     94.12 %┃
┃          73  ┃      0.0014  │     94.10 %  ┃      0.0015 │     94.28 %┃
┃          74  ┃      0.0014  │     94.26 %  ┃      0.0015 │     94.28 %┃
┃          74  ┃      0.0014  │     94.26 %  ┃      0.0015 │     94.12 %┃
┃          75  ┃      0.0014  │     94.36 %  ┃      0.0015 │     94.12 %┃
┃          75  ┃      0.0014  │     94.36 %  ┃      0.0015 │     94.09 %┃
┃          76  ┃      0.0014  │     94.40 %  ┃      0.0015 │     94.09 %┃
┃          76  ┃      0.0014  │     94.40 %  ┃      0.0015 │     94.06 %┃
┃          77  ┃      0.0014  │     94.20 %  ┃      0.0015 │     94.06 %┃
┃          77  ┃      0.0014  │     94.20 %  ┃      0.0015 │     94.23 %┃
┃          78  ┃      0.0014  │     94.36 %  ┃      0.0015 │     94.23 %┃
┃          78  ┃      0.0014  │     94.36 %  ┃      0.0014 │     94.26 %┃
┃          79  ┃      0.0014  │     94.32 %  ┃      0.0014 │     94.26 %┃
┃          79  ┃      0.0014  │     94.32 %  ┃      0.0015 │     94.13 %┃
┃          80  ┃      0.0014  │     94.48 %  ┃      0.0015 │     94.13 %┃
┃          80  ┃      0.0014  │     94.48 %  ┃      0.0015 │     94.15 %┃
┃          81  ┃      0.0014  │     94.70 %  ┃      0.0015 │     94.15 %┃
┃          81  ┃      0.0014  │     94.70 %  ┃      0.0015 │     94.25 %┃
┃          82  ┃      0.0013  │     94.50 %  ┃      0.0015 │     94.25 %┃
┃          82  ┃      0.0013  │     94.50 %  ┃      0.0015 │     94.35 %┃
┃          83  ┃      0.0014  │     94.30 %  ┃      0.0015 │     94.35 %┃
┃          83  ┃      0.0014  │     94.30 %  ┃      0.0014 │     94.29 %┃
┃          84  ┃      0.0014  │     94.26 %  ┃      0.0014 │     94.29 %┃
┃          84  ┃      0.0014  │     94.26 %  ┃      0.0015 │     94.33 %┃
┃          85  ┃      0.0014  │     94.32 %  ┃      0.0015 │     94.33 %┃
┃          85  ┃      0.0014  │     94.32 %  ┃      0.0014 │     94.36 %┃
┃          86  ┃      0.0014  │     94.20 %  ┃      0.0014 │     94.36 %┃
┃          86  ┃      0.0014  │     94.20 %  ┃      0.0014 │     94.33 %┃
┃          87  ┃      0.0014  │     94.44 %  ┃      0.0014 │     94.33 %┃
┃          87  ┃      0.0014  │     94.44 %  ┃      0.0015 │     94.23 %┃
┃          88  ┃      0.0014  │     94.40 %  ┃      0.0015 │     94.23 %┃
┃          88  ┃      0.0014  │     94.40 %  ┃      0.0015 │     94.38 %┃
┃          89  ┃      0.0013  │     94.48 %  ┃      0.0015 │     94.38 %┃
┃          89  ┃      0.0013  │     94.48 %  ┃      0.0014 │     94.38 %┃
┃          90  ┃      0.0014  │     94.36 %  ┃      0.0014 │     94.38 %┃
┃          90  ┃      0.0014  │     94.36 %  ┃      0.0015 │     94.31 %┃
┃          91  ┃      0.0013  │     94.68 %  ┃      0.0015 │     94.31 %┃
┃          91  ┃      0.0013  │     94.68 %  ┃      0.0014 │     94.34 %┃
┃          92  ┃      0.0014  │     94.42 %  ┃      0.0014 │     94.34 %┃
┃          92  ┃      0.0014  │     94.42 %  ┃      0.0014 │     94.45 %┃
┃          93  ┃      0.0013  │     94.68 %  ┃      0.0014 │     94.45 %┃
┃          93  ┃      0.0013  │     94.68 %  ┃      0.0014 │     94.43 %┃
┃          94  ┃      0.0014  │     94.46 %  ┃      0.0014 │     94.43 %┃
┃          94  ┃      0.0014  │     94.46 %  ┃      0.0014 │     94.35 %┃
┃          95  ┃      0.0014  │     94.36 %  ┃      0.0014 │     94.35 %┃
┃          95  ┃      0.0014  │     94.36 %  ┃      0.0014 │     94.43 %┃
┃          96  ┃      0.0014  │     94.74 %  ┃      0.0014 │     94.43 %┃
┃          96  ┃      0.0014  │     94.74 %  ┃      0.0014 │     94.31 %┃
┃          97  ┃      0.0013  │     94.88 %  ┃      0.0014 │     94.31 %┃
┃          97  ┃      0.0013  │     94.88 %  ┃      0.0015 │     94.41 %┃
┃          98  ┃      0.0014  │     94.52 %  ┃      0.0015 │     94.41 %┃
┃          98  ┃      0.0014  │     94.52 %  ┃      0.0015 │     94.36 %┃
┃          99  ┃      0.0014  │     94.38 %  ┃      0.0015 │     94.36 %┃
┃          99  ┃      0.0014  │     94.38 %  ┃      0.0015 │     94.36 %┃

>>> Training SAM with rho = 0.05
┏━━━━━━━━━━━━━━┳━━━━━━━╸V╺╸A╺╸L╺╸I╺╸D╺━━━━━━━┳━━━━━━━╸T-E-S-T╺━━━━━━━┓
┃              ┃              ╷              ┃             ╷         ┃
┃       epoch  ┃        loss  │    accuracy  ┃       loss  │accuracy ┃
┠──────────────╂──────────────┼──────────────╂─────────────┼─────────┨
┃           0  ┃      0.0152  │     28.14 %  ┃      0.0000 │      0.00 %┃
┃           0  ┃      0.0152  │     28.14 %  ┃      0.0147 │     29.24 %┃
┃           1  ┃      0.0132  │     37.72 %  ┃      0.0147 │     29.24 %┃
┃           1  ┃      0.0132  │     37.72 %  ┃      0.0128 │     39.39 %┃
┃           2  ┃      0.0117  │     45.82 %  ┃      0.0128 │     39.39 %┃
┃           2  ┃      0.0117  │     45.82 %  ┃      0.0115 │     45.95 %┃
┃           3  ┃      0.0097  │     56.48 %  ┃      0.0115 │     45.95 %┃
┃           3  ┃      0.0097  │     56.48 %  ┃      0.0094 │     56.47 %┃
┃           4  ┃      0.0085  │     61.66 %  ┃      0.0094 │     56.47 %┃
┃           4  ┃      0.0085  │     61.66 %  ┃      0.0084 │     62.89 %┃
┃           5  ┃      0.0075  │     66.50 %  ┃      0.0084 │     62.89 %┃
┃           5  ┃      0.0075  │     66.50 %  ┃      0.0077 │     65.38 %┃
┃           6  ┃      0.0087  │     61.90 %  ┃      0.0077 │     65.38 %┃
┃           6  ┃      0.0087  │     61.90 %  ┃      0.0092 │     62.67 %┃
┃           7  ┃      0.0065  │     72.78 %  ┃      0.0092 │     62.67 %┃
┃           7  ┃      0.0065  │     72.78 %  ┃      0.0064 │     72.98 %┃
┃           8  ┃      0.0063  │     71.54 %  ┃      0.0064 │     72.98 %┃
┃           8  ┃      0.0063  │     71.54 %  ┃      0.0064 │     71.25 %┃
┃           9  ┃      0.0061  │     72.48 %  ┃      0.0064 │     71.25 %┃
┃           9  ┃      0.0061  │     72.48 %  ┃      0.0066 │     71.45 %┃
┃          10  ┃      0.0056  │     75.48 %  ┃      0.0066 │     71.45 %┃
┃          10  ┃      0.0056  │     75.48 %  ┃      0.0056 │     76.38 %┃
┃          11  ┃      0.0051  │     78.22 %  ┃      0.0056 │     76.38 %┃
┃          11  ┃      0.0051  │     78.22 %  ┃      0.0052 │     78.00 %┃
┃          12  ┃      0.0051  │     78.14 %  ┃      0.0052 │     78.00 %┃
┃          12  ┃      0.0051  │     78.14 %  ┃      0.0054 │     76.91 %┃
┃          13  ┃      0.0044  │     80.78 %  ┃      0.0054 │     76.91 %┃
┃          13  ┃      0.0044  │     80.78 %  ┃      0.0044 │     81.09 %┃
┃          14  ┃      0.0040  │     82.46 %  ┃      0.0044 │     81.09 %┃
┃          14  ┃      0.0040  │     82.46 %  ┃      0.0040 │     82.72 %┃
┃          15  ┃      0.0048  │     78.38 %  ┃      0.0040 │     82.72 %┃
┃          15  ┃      0.0048  │     78.38 %  ┃      0.0049 │     78.81 %┃
┃          16  ┃      0.0066  │     73.50 %  ┃      0.0049 │     78.81 %┃
┃          16  ┃      0.0066  │     73.50 %  ┃      0.0069 │     72.13 %┃
┃          17  ┃      0.0073  │     70.78 %  ┃      0.0069 │     72.13 %┃
┃          17  ┃      0.0073  │     70.78 %  ┃      0.0080 │     69.75 %┃
┃          18  ┃      0.0044  │     80.78 %  ┃      0.0080 │     69.75 %┃
┃          18  ┃      0.0044  │     80.78 %  ┃      0.0046 │     80.02 %┃
┃          19  ┃      0.0043  │     80.98 %  ┃      0.0046 │     80.02 %┃
┃          19  ┃      0.0043  │     80.98 %  ┃      0.0042 │     81.97 %┃
┃          20  ┃      0.0045  │     81.66 %  ┃      0.0042 │     81.97 %┃
┃          20  ┃      0.0045  │     81.66 %  ┃      0.0042 │     82.34 %┃
┃          21  ┃      0.0038  │     83.40 %  ┃      0.0042 │     82.34 %┃
┃          21  ┃      0.0038  │     83.40 %  ┃      0.0037 │     83.96 %┃
┃          22  ┃      0.0041  │     82.00 %  ┃      0.0037 │     83.96 %┃
┃          22  ┃      0.0041  │     82.00 %  ┃      0.0040 │     83.08 %┃
┃          23  ┃      0.0040  │     83.04 %  ┃      0.0040 │     83.08 %┃
┃          23  ┃      0.0040  │     83.04 %  ┃      0.0042 │     82.01 %┃
┃          24  ┃      0.0039  │     82.30 %  ┃      0.0042 │     82.01 %┃
┃          24  ┃      0.0039  │     82.30 %  ┃      0.0044 │     80.95 %┃
┃          25  ┃      0.0054  │     78.04 %  ┃      0.0044 │     80.95 %┃
┃          25  ┃      0.0054  │     78.04 %  ┃      0.0060 │     76.88 %┃
┃          26  ┃      0.0039  │     83.50 %  ┃      0.0060 │     76.88 %┃
┃          26  ┃      0.0039  │     83.50 %  ┃      0.0037 │     84.41 %┃
┃          27  ┃      0.0035  │     85.28 %  ┃      0.0037 │     84.41 %┃
┃          27  ┃      0.0035  │     85.28 %  ┃      0.0034 │     85.72 %┃
┃          28  ┃      0.0051  │     78.76 %  ┃      0.0034 │     85.72 %┃
┃          28  ┃      0.0051  │     78.76 %  ┃      0.0051 │     79.72 %┃
┃          29  ┃      0.0041  │     82.16 %  ┃      0.0051 │     79.72 %┃
┃          29  ┃      0.0041  │     82.16 %  ┃      0.0041 │     82.85 %┃
┃          30  ┃      0.0019  │     91.16 %  ┃      0.0041 │     82.85 %┃
┃          30  ┃      0.0019  │     91.16 %  ┃      0.0020 │     91.49 %┃
┃          31  ┃      0.0019  │     91.78 %  ┃      0.0020 │     91.49 %┃
┃          31  ┃      0.0019  │     91.78 %  ┃      0.0019 │     91.66 %┃
┃          32  ┃      0.0019  │     91.58 %  ┃      0.0019 │     91.66 %┃
┃          32  ┃      0.0019  │     91.58 %  ┃      0.0019 │     91.76 %┃
┃          33  ┃      0.0019  │     91.30 %  ┃      0.0019 │     91.76 %┃
┃          33  ┃      0.0019  │     91.30 %  ┃      0.0021 │     91.11 %┃
┃          34  ┃      0.0019  │     91.64 %  ┃      0.0021 │     91.11 %┃
┃          34  ┃      0.0019  │     91.64 %  ┃      0.0019 │     92.10 %┃
┃          35  ┃      0.0018  │     92.10 %  ┃      0.0019 │     92.10 %┃
┃          35  ┃      0.0018  │     92.10 %  ┃      0.0020 │     91.45 %┃
┃          36  ┃      0.0019  │     91.48 %  ┃      0.0020 │     91.45 %┃
┃          36  ┃      0.0019  │     91.48 %  ┃      0.0020 │     91.57 %┃
┃          37  ┃      0.0021  │     90.90 %  ┃      0.0020 │     91.57 %┃
┃          37  ┃      0.0021  │     90.90 %  ┃      0.0022 │     90.67 %┃
┃          38  ┃      0.0017  │     92.40 %  ┃      0.0022 │     90.67 %┃
┃          38  ┃      0.0017  │     92.40 %  ┃      0.0018 │     92.43 %┃
┃          39  ┃      0.0019  │     91.88 %  ┃      0.0018 │     92.43 %┃
┃          39  ┃      0.0019  │     91.88 %  ┃      0.0020 │     91.55 %┃
┃          40  ┃      0.0019  │     91.18 %  ┃      0.0020 │     91.55 %┃
┃          40  ┃      0.0019  │     91.18 %  ┃      0.0019 │     91.93 %┃
┃          41  ┃      0.0018  │     92.56 %  ┃      0.0019 │     91.93 %┃
┃          41  ┃      0.0018  │     92.56 %  ┃      0.0020 │     91.78 %┃
┃          42  ┃      0.0020  │     91.34 %  ┃      0.0020 │     91.78 %┃
┃          42  ┃      0.0020  │     91.34 %  ┃      0.0020 │     91.52 %┃
┃          43  ┃      0.0019  │     91.38 %  ┃      0.0020 │     91.52 %┃
┃          43  ┃      0.0019  │     91.38 %  ┃      0.0019 │     91.70 %┃
┃          44  ┃      0.0019  │     91.48 %  ┃      0.0019 │     91.70 %┃
┃          44  ┃      0.0019  │     91.48 %  ┃      0.0020 │     91.45 %┃
┃          45  ┃      0.0022  │     90.46 %  ┃      0.0020 │     91.45 %┃
┃          45  ┃      0.0022  │     90.46 %  ┃      0.0024 │     90.22 %┃
┃          46  ┃      0.0021  │     90.60 %  ┃      0.0024 │     90.22 %┃
┃          46  ┃      0.0021  │     90.60 %  ┃      0.0021 │     91.12 %┃
┃          47  ┃      0.0020  │     90.94 %  ┃      0.0021 │     91.12 %┃
┃          47  ┃      0.0020  │     90.94 %  ┃      0.0021 │     90.71 %┃
┃          48  ┃      0.0020  │     91.04 %  ┃      0.0021 │     90.71 %┃
┃          48  ┃      0.0020  │     91.04 %  ┃      0.0023 │     90.63 %┃
┃          49  ┃      0.0022  │     90.18 %  ┃      0.0023 │     90.63 %┃
┃          49  ┃      0.0022  │     90.18 %  ┃      0.0023 │     90.58 %┃
┃          50  ┃      0.0020  │     90.96 %  ┃      0.0023 │     90.58 %┃
┃          50  ┃      0.0020  │     90.96 %  ┃      0.0023 │     90.73 %┃
┃          51  ┃      0.0021  │     90.48 %  ┃      0.0023 │     90.73 %┃
┃          51  ┃      0.0021  │     90.48 %  ┃      0.0024 │     90.17 %┃
┃          52  ┃      0.0019  │     91.18 %  ┃      0.0024 │     90.17 %┃
┃          52  ┃      0.0019  │     91.18 %  ┃      0.0020 │     91.60 %┃
┃          53  ┃      0.0020  │     90.96 %  ┃      0.0020 │     91.60 %┃
┃          53  ┃      0.0020  │     90.96 %  ┃      0.0019 │     92.03 %┃
┃          54  ┃      0.0020  │     91.56 %  ┃      0.0019 │     92.03 %┃
┃          54  ┃      0.0020  │     91.56 %  ┃      0.0019 │     91.89 %┃
┃          55  ┃      0.0020  │     91.18 %  ┃      0.0019 │     91.89 %┃
┃          55  ┃      0.0020  │     91.18 %  ┃      0.0021 │     91.34 %┃
┃          56  ┃      0.0019  │     92.28 %  ┃      0.0021 │     91.34 %┃
┃          56  ┃      0.0019  │     92.28 %  ┃      0.0020 │     91.76 %┃
┃          57  ┃      0.0024  │     89.98 %  ┃      0.0020 │     91.76 %┃
┃          57  ┃      0.0024  │     89.98 %  ┃      0.0025 │     89.93 %┃
┃          58  ┃      0.0024  │     89.80 %  ┃      0.0025 │     89.93 %┃
┃          58  ┃      0.0024  │     89.80 %  ┃      0.0025 │     90.03 %┃
┃          59  ┃      0.0020  │     91.38 %  ┃      0.0025 │     90.03 %┃
┃          59  ┃      0.0020  │     91.38 %  ┃      0.0021 │     91.18 %┃
┃          60  ┃      0.0014  │     93.72 %  ┃      0.0021 │     91.18 %┃
┃          60  ┃      0.0014  │     93.72 %  ┃      0.0015 │     93.69 %┃
┃          61  ┃      0.0014  │     93.88 %  ┃      0.0015 │     93.69 %┃
┃          61  ┃      0.0014  │     93.88 %  ┃      0.0015 │     93.54 %┃
┃          62  ┃      0.0014  │     94.06 %  ┃      0.0015 │     93.54 %┃
┃          62  ┃      0.0014  │     94.06 %  ┃      0.0015 │     93.88 %┃
┃          63  ┃      0.0014  │     94.14 %  ┃      0.0015 │     93.88 %┃
┃          63  ┃      0.0014  │     94.14 %  ┃      0.0015 │     93.99 %┃
┃          64  ┃      0.0014  │     93.78 %  ┃      0.0015 │     93.99 %┃
┃          64  ┃      0.0014  │     93.78 %  ┃      0.0015 │     93.90 %┃
┃          65  ┃      0.0014  │     93.96 %  ┃      0.0015 │     93.90 %┃
┃          65  ┃      0.0014  │     93.96 %  ┃      0.0015 │     94.13 %┃
┃          66  ┃      0.0014  │     94.20 %  ┃      0.0015 │     94.13 %┃
┃          66  ┃      0.0014  │     94.20 %  ┃      0.0015 │     93.95 %┃
┃          67  ┃      0.0014  │     94.06 %  ┃      0.0015 │     93.95 %┃
┃          67  ┃      0.0014  │     94.06 %  ┃      0.0015 │     94.02 %┃
┃          68  ┃      0.0015  │     94.04 %  ┃      0.0015 │     94.02 %┃
┃          68  ┃      0.0015  │     94.04 %  ┃      0.0015 │     94.11 %┃
┃          69  ┃      0.0014  │     93.92 %  ┃      0.0015 │     94.11 %┃
┃          69  ┃      0.0014  │     93.92 %  ┃      0.0015 │     94.10 %┃
┃          70  ┃      0.0014  │     94.18 %  ┃      0.0015 │     94.10 %┃
┃          70  ┃      0.0014  │     94.18 %  ┃      0.0015 │     93.90 %┃
┃          71  ┃      0.0014  │     94.02 %  ┃      0.0015 │     93.90 %┃
┃          71  ┃      0.0014  │     94.02 %  ┃      0.0015 │     94.11 %┃
┃          72  ┃      0.0015  │     94.26 %  ┃      0.0015 │     94.11 %┃
┃          72  ┃      0.0015  │     94.26 %  ┃      0.0015 │     94.19 %┃
┃          73  ┃      0.0015  │     93.60 %  ┃      0.0015 │     94.19 %┃
┃          73  ┃      0.0015  │     93.60 %  ┃      0.0015 │     94.16 %┃
┃          74  ┃      0.0015  │     93.98 %  ┃      0.0015 │     94.16 %┃
┃          74  ┃      0.0015  │     93.98 %  ┃      0.0015 │     94.35 %┃
┃          75  ┃      0.0014  │     94.24 %  ┃      0.0015 │     94.35 %┃
┃          75  ┃      0.0014  │     94.24 %  ┃      0.0015 │     94.09 %┃
┃          76  ┃      0.0014  │     93.70 %  ┃      0.0015 │     94.09 %┃
┃          76  ┃      0.0014  │     93.70 %  ┃      0.0015 │     94.18 %┃
┃          77  ┃      0.0014  │     94.28 %  ┃      0.0015 │     94.18 %┃
┃          77  ┃      0.0014  │     94.28 %  ┃      0.0015 │     94.20 %┃
┃          78  ┃      0.0014  │     93.82 %  ┃      0.0015 │     94.20 %┃
┃          78  ┃      0.0014  │     93.82 %  ┃      0.0015 │     94.16 %┃
┃          79  ┃      0.0014  │     94.02 %  ┃      0.0015 │     94.16 %┃
┃          79  ┃      0.0014  │     94.02 %  ┃      0.0015 │     94.19 %┃
┃          80  ┃      0.0013  │     94.86 %  ┃      0.0015 │     94.19 %┃
